city_name,city_code
Frankfort,20045140
Frankfort,20037482
Frankfort,20064671
Frankfort,20033792
Franklin,20079745
Franklin,20049231
Franklin,20128137
Franklin,20026683
Franklin,20098396
Franklin,20062251
Franklin,20149970
Franklin,20045141
Franklin,20122126
Franklin,20092419
Franklin,20052031
Franklin,20137848
Franklin,20037483
Franklin,20108309
Franklin Furnace,20098398
Franklin Grove,20092421
Franklin Grove,20033797
Franklin Park,20056048
Franklin Park,20033798
Franklinton,20092422
Franklintown,20022376
Franklinville,20108325
Fraser,20017488
Fraser,20064674
Frazee,20067255
Frazer,20108328
Frazier Park,20013058
Frederick,20056054
Frederick,20119590
Frederick,20102700
Fredericksburg,20128143
Fredericksburg,20137860
Frederickson,20143696
Fredonia,20086543
Fredonia,20042547
Freedom,20079746
Freedom,20108340
Freehold,20086546
Freehold,20081202
Freeland,20143699
Freeport,20086549
Freeport,20013065
Freeport,20052034
Freeport,20128150
Freeport,20033808
Freer,20128151
Freetown,20086551
Freewood Acres,20092430
Freiheit,20128153
Fremont,20149978
Fremont,20064683
Fremont,20098419
Fremont,20037495
Fremont,20077996
Fremont,20013069
Fremont Center,20033809
French Creek,20086556
French Lick,20037496
Frenchboro,20052037
Frenchburg,20045154
Frenchtown,20081204
Frenchtown,20056073
Fresh Meadows,20086561
Fresh Pond Junction,20086563
Fresno,20013079
Frewsburg,20086566
Friday Harbor,20143702
Fridley,20067267
Friendly Acres,20108366
Friendship,20092437
Friendship,20052041
Friendsville,20056098
Friona,20128175
Frisco,20128176
Frisco,20092439
Frisco,20017492
Fritch,20128177
Fritz Creek,20005169
Frog,20128178
Frogmore,20116623
Frogue,20045163
Front Royal,20137883
Frontenac,20033815
Frontenac,20022382
Frontenac,20073010
Frostburg,20056103
Frostproof,20022383
Fruita,20017494
Fruitdale,20013089
Fruitland,20143705
Fruitland,20056105
Fruitland Park,20022387
Fruitvale,20017495
Fryeburg,20052044
Fryeburg Maine,20052045
Fryelands,20143707
Fugate,20102708
Fullers Earth,20022391
Fullerton,20077998
Fullerton,20013097
Fulton,20069618
Fulton,20086582
Fulton,20056111
Fulton,20073021
Fulton,20033822
Fulton,20128196
Fultondale,20001653
Fultonville,20086584
Fuquay-Varina,20092457
Futrell,20045179
Gabriels Junction,20086592
Gadsden,20001657
Gaffney,20116634
Gahanna,20098447
Gaines,20108413
Gainesboro,20122170
Gainesville,20073028
Gainesville,20128208
Gainesville,20026716
Gainesville,20128206
Gainesville,20022398
Gainesville,20137897
Gaithersburg,20056122
Galax,20137899
Galena,20033831
Galesburg,20033833
Galien,20064702
Galion,20098452
Galivan,20013104
Gallatin,20122178
Gallatin,20073034
Gallatin Gateway,20076554
Gallaway,20013105
Galliano,20049267
Gallipolis,20098454
Galloway,900040281
Galloway,20026719
Galloway Landing,20001665
Gallup,20083503
Galmey,20073036
Galt,20013107
Galva,20033838
Galveston,20128215
Galveston Island,900033997
Gamaliel,20008798
Gambier,20098457
Gambrills,20056135
Ganado,20128217
Gansevoort,20086608
Gap,20108430
Garber,20073042
Garberville,20013109
Garden Acres,20128222
Garden Acres Estates,20026725
Garden City,20128223
Garden City,20042564
Garden City,20086610
Garden City,20031752
Garden City,20133147
Garden City,20067276
Garden Grove,20013112
Garden Ridge,20128224
Garden Towers Condominium,20133149
Garden Valley,20013113
Gardena,20013114
Gardendale,20128225
Gardendale,20001676
Gardenville,20064709
Gardiner,20076557
Gardiner,20143715
Gardiner,20086615
Gardner,20042566
Gardner,20108442
Gardner,20062262
Gardners Grove,20079749
Gardnerville,20079007
Garfield,20008803
Garfield,20128228
Garfield,20031755
Garfield Heights,20098469
Garibaldi,20104436
Garland,20128231
Garner,20092471
Garnerville,20086622
Garnet,20079009
Garnett,20042570
Garnsey,20013119
Garo,20017506
Garrison,20086626
Garrison,20067279
Garvanza,20013120
Gary,20119600
Gary,20037520
Garysburg,20092474
Gas City,20037522
Gassville,20008814
Gastonia,20092477
Gatesville,20128242
Gateway,20005179
Gateway,20022418
Gateway,20017511
Gatlinburg,20122200
Gautier,20069638
Gay Head,20062264
Gaylesville,20001693
Gaylord,20067286
Gaylord,20064718
Gayly,20108463
Gearhart,20104442
Geismar,20049291
Geistown,20108471
Gemco,20013132
Geneseo,20086641
Geneseo,20033861
Geneva,20001697
Geneva,20078009
Geneva,20098484
Geneva,20033863
Geneva,20086642
Geneva-on-the-Lake,20098486
Genlee,20092486
Genoa,20128249
Genoa,20079011
George Norman Trailer Court,20076566
George Town Sands,20092490
George West,20128254
Georgetown,20022423
Georgetown,20098499
Georgetown,20017516
Georgetown,20062265
Georgetown,20037536
Georgetown,20128256
Georgetown,20021220
Georgetown,20098496
Georgetown,20013136
Georgetown,20052051
Georgetown,20026750
Georgetown,20116667
Georgetown,20020105
Georgetown,20076568
Georgetown,20045231
Georgetown,20133163
Gerard Park,20086647
Gering,20078011
Germania,20108488
Germann,20006291
Germantown,20037545
Germantown,20122214
Germantown,20056179
Germantown,20150000
Germfask,20064725
Getchell,20143726
Gettysburg,20119605
Gettysburg,20108499
Getzville,20086658
Geyserville,20013139
Ghent,20146701
Gibbon,20067299
Gibbs,20031770
Gibbstown,20081235
Gibisonville,20098512
Gibson City,20033875
Gibson Lake,20064730
Gibsonia,20108508
Giddings,20128264
Gig Harbor,20143730
Gila,20083520
Gila Bend,20006296
Gila Hot Springs,20083521
Gilbert,20104447
Gilbert,20006298
Gilbert,20146703
Gilbertsville,20045243
Gilboa,20086672
Gilbreth,20128267
Gilchrist,20128269
Gile,20150004
Gilford,20079760
Gillette,20022431
Gillette,20151803
Gills Rock,20150008
Gilman,20033887
Gilmanton,20079763
Gilmer,20128275
Gilmore,20122232
Gilpin,20017522
Gilroy,20013152
Gimlet,20031775
Girard,20098524
Girardville,20108533
Girdwood,20005181
Girvan,20013153
Glacier,20143737
Glacier View,900058011
Gladdice,20122237
Glade,20122238
Glade Spring,20137979
Glades Cross-Roads,20026775
Gladewater,20128284
Gladstone,20137983
Gladstone,20064740
Gladstone,20104449
Gladstone,20067305
Gladwin,20064741
Glasgow,20045256
Glassboro,20081244
Glastonbury,20018846
Glen,20076585
Glen,20079766
Glen Allen,20137992
Glen Arbor,20064742
Glen Burnie,20056220
Glen Carbon,20033899
Glen Cove,20086686
Glen Cove,20052062
Glen Ellen,20013158
Glen Ellyn,20033901
Glen Ferris,20146737
Glen Haven,20026784
Glen Head,20086692
Glen Mills,20108568
Glen Ridge,20022435
Glen Rose,20128298
Glenarden,20056248
Glenbeulah,20150017
Glenbrook,20079016
Glencarlyn,20138007
Glencoe,20067308
Glendale,20086702
Glendale,20031780
Glendale,20143744
Glendale,20006308
Glendale,20133165
Glendale,20079769
Glendale,20017535
Glendale,20143743
Glendale,20098548
Glendale,20067310
Glendale,20150020
Glendale,20013171
Glendale,20138010
Glendale Heights,20033907
Glendale Springs,20092530
Glendive,20076588
Glendo,20151805
Glendora,20013173
Gleneagle,20017537
Gleneden Beach,20104459
Glenhaven,20013174
Glenmar Gardens,20108589
Glenmont,20086710
Glenmont,20098554
Glenn,20033909
Glenn,20064750
Glenn Devon,20026798
Glennallen,20005182
Glennville,20026801
Glenoak Hills,20013177
Glenoaks Country,20013178
Glenolden,20108593
Glenora,20138023
Glenpool,20102740
Glenrock,20151806
Glens Falls,20086715
Glenvar Heights,20022439
Glenview,20033911
Glenview,20013182
Glenville,20092539
Glenwood,20030859
Glenwood,20008862
Glenwood,20067313
Glenwood,20022440
Glenwood,20040604
Glenwood,20013183
Glenwood Hills,20026807
Glenwood Junction,20067314
Glenwood Springs,20017541
Globe,20006311
Gloria,20049326
Glorieta,20083529
Gloucester,20138036
Gloucester,20062290
Gloucester City,20081259
Glouster,20098564
Glynn Haven,20026817
Glynn Heights,20026818
Gobles,20064758
Goddard,20042592
Golconda,20033918
Gold Bar,20143752
Gold Beach,20104464
Gold Canyon,900049667
Gold Hill,20017543
Gold Hill,20104465
Gold Key,20022445
Golden,20017546
Golden Acres,20128315
Golden Beach,20022446
Golden Gate,20022447
Golden Glades,20022450
Golden Isles,20022452
Golden Lakes,20022453
Golden Ridge,20076596
Golden Valley,20067321
"Golden Valley, AZ",20006314
Goldendale,20143753
Goldsboro,20092562
Goldthwaite,20128319
Goleta,20013212
Goliad,20128321
Gonzales,20128325
Gonzales,20049339
Gonzalez,20022460
Goode,20138053
Goodfellow Terrace,20073132
Goodland,20042598
Goodland,20022463
Goodlettsville,20122290
Goodluck,20092565
Goodrich Falls,20079775
Goods Mill,20138057
Goodview,20067328
Goodyear,20006319
Goose Creek,20116719
Goose Island,900007982
Gordon Beach,20064772
Gordonsville,20138065
Gordonsville,20122301
Gordonville,20108637
Gore,20102752
Gore Airport,900007988
Goreville,20033936
Gorgosa,20133176
Gorham,20079778
Gorham,20052082
Gorman,20013224
Gorman,20092574
Goshen,20079779
Goshen,20138069
Goshen,20037582
Goshen,20086743
Gothenburg,20078029
Gould Park,20098587
Goulds,20022470
Gouldsboro,20108647
Gouldsboro,20052088
Government Camp,20104470
Gowensville,20116727
Graeagle,20013231
Grafton,20150036
Grafton,20133181
Grafton,20138076
Grafton,20096186
Grafton,20134791
Grafton,20033942
Graham,20128358
Graham,20092582
Grain Valley,20073155
Granada,20026867
Granada Hills,20013234
Granbury,20128360
Granby,20018861
Granby,20017559
Grand Bay,20001788
Grand Blanc,20064781
Grand Canyon Caverns,20006323
Grand Coulee,20143771
Grand Forks,20096187
Grand Haven,20064782
Grand Island,900040939
Grand Island,20078032
Grand Isle,20134794
Grand Isle,20049370
Grand Junction,20017560
Grand Lake,20017561
Grand Marais,20064785
Grand Marais,20067340
Grand Mesa,20017562
Grand Prairie,20128364
Grand Rapids,20067343
Grand Rapids,20064786
Grand Rapids,20098595
Grand Rapids-Itasca County,900022289
Grand Ridge,20022479
Grand Rivers,20045315
Grand Terrace,20013236
Grand View,20031798
Grand View,20064791
Grand View Acres,20064792
Grand View-on-Hudson,20086759
Grandfather,20092585
Grandview,20143773
Grandview,20026868
Grandview,20108672
Grandview,20073165
Grandview Heights,20098601
Grandville,20064795
Grange Landing,20086762
Granger,20037599
Grangeville,20031801
Granite,20104476
Granite Basin Summer Homes,20006329
Granite City,20033954
Granite Dells,20006330
Granite Falls,20067347
Granite Falls,20143776
Granite Falls,20143775
Granite Shoals,20128371
Grant,20102767
Grant,20017566
Grant Village,20033956
Grants,20083540
Grants Pass,20104477
Grantsburg,20150043
Grantsville,20056350
Grantville,20013247
Grantville,20108683
Granville,20098606
Grapeland,20013248
Grapetown,20128376
Grapeview,20143778
Grapevine,20128377
Grapevine,20013249
Grapevine,20006333
Grasonville,20056351
Grass Valley,20013253
Grasslawn Beach,20116736
Grassy Creek,20092600
Gratiot,20073179
Graton,20013254
Gravelly Run,20081279
Gravesboro,20013256
Gravois Mills,20073183
Gray,20049383
Gray,20026875
Gray,20052098
Gray Junction,20037607
Grayland,20143783
Grayling,20064804
Grayslake,20033964
Grayson,20045333
Grayton Beach,20022485
Grayville,20033965
Great Barrington,20062306
Great Bend,20042613
Great Crossing,20045337
Great Diamond Island,900054845
Great Falls,20076611
Great Neck,20086787
Great Oak Landing,20056372
Greatwood,20128387
Greece,20086793
Greeley,20017569
Greeley,20108719
Green Bay,20150048
Green Brook,900050798
Green Cove Springs,20022489
Green Fields,20116754
Green Forest,20008914
Green Grove,20081286
Green Hill,20092610
Green Hill,20115105
Green Hill,20092611
Green Hills,20122359
Green Lake,20150049
Green Level,20092613
Green Meadows,20078038
Green Mountain Falls,20017571
Green Park,20073201
Green River,20134802
Green River,20133194
Green River,20151813
Green Valley,20006343
Green Valley Estates,20026902
Green Valley Lake,20013268
Green Valley Mobile Estates,20013269
Green Village,20081292
Green-Mar Acres,20022493
Greenacres City,20022494
Greenbank,20143792
Greenbelt,20056420
Greenbriar Mobile Home Park,20133197
Greenbrier,20008920
Greenbrier,20122376
Greencastle,20037621
Greencastle,20108753
Greencastle Manor,20056428
Greendale,20150054
Greene,20086808
Greene,20052111
Greeneville,20122379
Greenfield,20062314
Greenfield,20022497
Greenfield,20098634
Greenfield,20040645
Greenfield,20013274
Greenfield,20079792
Greenfield,20037625
Greenfield Heights,20081297
Greenfield Park,20086811
Greenfield Village,20064814
Greenland,20122386
Greenland,20108763
Greenland,20079793
Greenlawn,20086814
Greenlawn,20073210
Greenmount,20108764
Greenport,20086816
Greens Landing,20143793
Greens Mill,20026914
Greensboro,20092632
Greensboro,20134806
Greensboro,20026915
Greensboro,20108767
Greensburg,20037630
Greensburg,20108768
Greensburg,20042618
Greensburg,20146813
Greentown,20108769
Greenup,20033981
Greenville,20116782
Greenville,20052118
Greenville,20092634
Greenville,20138168
Greenville,20069710
Greenville,20108772
Greenville,20033983
Greenville,20086823
Greenville,20128399
Greenville,20064816
Greenville,20098644
Greenville,20001823
Greenville,20081304
Greenville Center,20086827
Greenville Junction,20052119
Greenvine,20128400
Greenwater,20143794
Greenwich,20133202
Greenwich,20018870
Greenwich,20138176
Greenwich Village,20086832
Greenwood,20069711
Greenwood,20045357
Greenwood,20138180
Greenwood,20052120
Greenwood,20037636
Greenwood,20116785
Greenwood,20049406
Greenwood,20020148
Greenwood,20143796
Greenwood Village,20017577
Greer,20006353
Greer,20116791
Gregg,20108782
Gregory Heights,20143799
Grenada,20069714
Grenell,20086839
Gresham,20104488
Gretna,20078041
Gretna,20049417
Gretna,20138191
Greybull,20151815
Greystone Heights,20122410
Gridley,20013288
Griffin,20026941
Griffith,20006355
Grimes,20040650
Grind Stone City,20064823
Grinnell,20040651
Groesbeck,20128422
Groometown,20092656
Gros Cap,20064825
Grosh,20022509
Gross Point,20138208
Grosse Pointe Farms,20064828
Grossmont,20013296
Groton,20086854
Groton,20062321
Groton,20018873
Grove,20102785
Grove City,20098664
Grove City,20108806
Grove City Country Club,20098665
Grove Hill,20138213
Groveland,20013298
Groveport,20098666
Grover,20092660
Grover,20133207
Grover Beach,20013299
Groves,20128426
Grovetown,20026963
Gruene,20128432
Grun Island,900024652
Grundy,20138221
Grundy Center,20040653
Guadalupita,20083552
Gualala,20013302
Gualala Point Island,900005032
Guasti,20013303
Guerneville,20013305
Guernewood Park,20013307
Guernsey,20151818
Guilford,20018877
Guilford,20052131
Guilford,20134811
Guilford,20034004
Guilford,20092665
Guin,20001844
Gulf,20092668
Gulf Beach Heights,20022515
Gulf Breeze,20022516
Gulf City,20022517
Gulf Coast Hospital Heliport,900008024
Gulf Gate Estates,20022518
Gulf Highlands,20001847
Gulf Park Estates,20069722
Gulf Pines,20022524
Gulf Resort Beach,20022525
Gulf Shores,20001848
Gulfport,20069723
Gulfport,20022527
Gulls Flight,20092669
Gun Barrel City,20128448
Gunnison,20017585
Gunnison,20133209
Gunter,20128451
Guntersville,20001854
Gurnee,20034006
Gurneyville,20098672
Gustavus,20005194
Guthrie,20102787
Guttenberg,20081314
Guymon,20102788
Gwinn,20064839
Gwinner,20096204
Gwynn,20138244
Habersham,20026976
Hacienda,20013316
Hacienda Heights,20128457
Hacienda Heights,20013318
Hacienda Solano Park,20006367
Hackberry,20049440
Hackensack,20067379
Hackensack,20081315
Hackettstown,20081316
Haddonfield,20081323
Hadley,20062326
Haena,20030861
Hagerman,20031822
Hagerstown,20056516
Hahira,20026983
Haiku,20030862
Hailey,20031824
Haines,20005196
Haines City,20022534
Haines Falls,20086893
Hakalau,20030864
Halcottsville,20086895
Hale Homaha,20030870
Haleiwa,20030872
Halethorpe,20056520
Haleyville,20001869
Half Moon Bay,20013330
Halford,20143808
Halifax Estates,20022537
Hallandale Beach,20022539
Hallettsville,20128475
Hallock,20067386
Hallowell,20052141
Halsey,20104497
Haltom City,20128482
Ham Lake,20067389
Hamakuapoko,20030876
Hamburg,20081336
Hamburg,20108869
Hamburg,20040666
Hamburg,20086918
Hamburg,900058753
Hamden,20018886
Hamel,20034027
Hamer,20031826
Hamilton,20017591
Hamilton,20086920
Hamilton,20073273
Hamilton,20128484
Hamilton,20001884
Hamilton,20081340
Hamilton,20026996
Hamilton,20098697
Hamilton,20076636
Hamilton Beach,20086921
Hamlin,20128485
Hammel,20086925
Hammetts Crossing,20128486
Hammocks,20022542
Hammond,20104500
Hammond,20027003
Hammond,20049454
Hammond,20037672
Hammondsport,20086929
Hammonton,20081341
Hampden Village Mobile Home Park,20108887
Hampshire,20034033
Hampstead,20056556
Hampstead,20092709
Hampton,900040940
Hampton,900051234
Hampton,20079803
Hampton,900049107
Hampton Bays,20086932
Hampton Falls,20079806
Hampton Farms,20027006
Hampton-Varnville Airport,900032308
Hamptonville,20092712
Hamtramck,20064850
Hana,20030878
Hanahan,20116842
Hanalei,20030880
Hanamaulu,20030882
Hanceville,20001892
Hancock,20064851
Hancock,20062338
Hancock,20146866
Hancock,20052151
Hanford,20013351
Hankamer,20128495
Hanna,20119635
Hannibal,20073287
Hanover,20081350
Hanover,20079809
Hanover,20108898
Hanover,20056576
Hanover Park,20034039
Hansville,20143820
Happy Camp,20013355
Happy Hollow,20104503
Happy Valley,20104504
Happy Valley,20013359
Happy Valley Ranch,20006379
Hapuna Beach,900040182
Harahan,20049462
Harbert,20064858
Harbor,20104505
Harbor Acres,20098724
Harbor Beach,20064859
Harbor Center,20143824
Harbor City,20013363
Harbor Springs,20064861
Harbor View,20022561
Harbor Village,20022562
Harborside,20052156
Harbour Town,20116856
Hardeeville,20116857
Harden Flat,20013367
Hardin,20076642
Hardwick,20134818
Hardy,20008986
Hardy,20138309
Hargraves Bench,20092734
Harker Heights,20128512
Harkers Island,20092737
Harlan,20045448
Harlan,20040683
Harlem,20086967
Harlem Heights,20022568
Harlem Heights,20022569
Harleysville,20108922
Harleyville,20116858
Harlingen,20128516
Harlowton,20076644
Harmarville,20108924
Harmony,20052162
Harmony Villa,20006382
Harper,20042657
Harpers Ferry,20146891
Harrietta,20064870
Harriman,20122520
Harriman,20086976
Harrington,20020175
Harrington,20027051
Harris,20073304
Harris Landing,20031837
Harris Ranch Airport,900005065
Harrisburg,20104512
Harrisburg,20009006
Harrisburg,20133228
Harrisburg,20086982
Harrisburg,20108940
Harrisburg,20034056
Harrisburg Junction,20133229
Harrison,20081370
Harrison,20031839
Harrison,20098754
Harrison,20064873
Harrison,20009007
Harrison,20086984
Harrison,20052166
Harrison,20128537
Harrisonburg,20138330
Harrisonville,20073308
Harrisville,20079814
Harrodsburg,20045466
Harshaw,20150091
Hart,20064876
Hart Haven,20022578
Hartfield,20086989
Hartford,20119643
Hartford,20150092
Hartford,20018898
Hartford,20134823
Hartington,20078063
Hartland,20134824
Hartland,20064878
Hartselle,20001926
Hartstown,20108954
Hartsville,20116870
Hartsville,20122539
Hartwell,20027069
Hartwick,20086997
Hartwick Seminary,20086998
Harvard,20034069
Harvey,20064882
Harvey,20049476
Harvey,20096228
Harvey,20034072
Harvey Cedars,20081376
Harwich,20062357
Harwich Port,20062358
Hasbrouck Heights,20081377
Haskell,20128552
Haskell,20081378
Haslett,20064883
Hasslers Mill,20027074
Hastings,20067413
Hastings,20064884
Hastings,20078066
Hatch,20133237
Hatchertown,20122542
Hatfield,20062361
Hatfield,20009020
Hatteras,20092769
Hattiesburg,20069773
Hatton,20151827
Haubstadt,20037720
Hauppauge,20087012
Hauula,20030887
Havana,20034077
Havana,20022584
Havelock,20092770
Haven Beach,20081379
Haven Heights,20138350
Haverford,20108978
Haverhill,20062366
Haverstraw,20087016
Havre,20076653
Havre de Grace,20056687
Haw River,20092775
Hawaii Beaches Estates,20030888
Hawaii Kai,20030889
Hawaiian Acres,20030890
Hawaiian Beaches,20030891
Hawaiian Gardens,20013404
Hawaiian Ocean View,20030892
Hawaiian Paradise Park,20030894
Hawes,20009024
Hawi,20030899
Hawk Cove,20128562
Hawkins,20045477
Hawkins Bar,20013406
Hawkinsville,20027084
Hawks,20064891
Hawley,20143847
Hawley,20067419
Hawley,20128565
Hawley,20108983
Hawley Heights,20022587
Hawthorn Hills,20037721
Hawthorne,20087026
Hawthorne,20079049
Hawthorne,900040177
Hawthorne,20022589
Haybro,20017612
Hayden,20017613
Hayden,20031852
Hayden Lake,20031853
Hayes,20092784
Hayesville,20092785
Haymarket,20138364
Haynes,20098794
Haynie,20143851
Hays,20042673
Haysi,20138367
Haysville,20042674
Hayti,20073341
Hayward,20150108
Hayward,20013418
Hayward Addition,20119649
Hayward Park,20013419
Hazard,20045487
Hazel Green,20001953
Hazel Park,20064895
Hazeldale,20104520
Hazelhurst,20150110
Hazelhurst,20056708
Hazelton,20146920
Hazelwood,20104521
Hazelwood,20073347
Hazen,20009031
Hazlehurst,20027096
Hazlehurst,20069784
Hazlet,20081386
Hazleton,20109009
Heaker,20128580
Healdsburg,20013421
Healy,20005207
Hearne,20128582
Heartwellville,20134829
Heath,20128583
Heath,20098801
Heath,20031856
Heathrow,20022592
Heathsville,20138379
Heavener,20102825
Hebbronville,20128585
Heber,20006399
Heber City,20133247
Heber Springs,20009036
Hebo,20104522
Hebron,20045499
Hebron,20092801
Hebron,20037733
Hebron,20128587
Hebron,20079821
Hebron,20017618
Hebron,20098803
Hector,20087042
Hector Park Condominium,20133248
Hedgesville,20146929
Heeney,20017619
Heflin,20001963
Heights,20128596
Heise,20031858
Heiskell,20122568
Helen,20027115
Helena,20076660
Helena,20009041
Helena,20128599
Helena,20006401
Helendale,20013431
Helotes,20128602
Helper,20133252
Hemet,20013436
Hemlock Ridge,20092812
Hemphill,20128604
Hempstead,20087047
Hempstead,20128605
Henderson,20122580
Henderson,20049500
Henderson,20009045
Henderson,20092813
Henderson,20045518
Henderson,20128606
Henderson,20079052
Henderson,20017621
Henderson Harbor,20087052
Henderson Park,20109054
Henderson Springs,20122581
Hendersonville,20092814
Hendersonville,20122583
Henlopen Acres,20020194
Henlopen Keys,20020195
Henly,20128609
Hennessey,20102831
Henniker,20079824
Henrico,900055771
Henrietta,20087053
Henrietta,20128611
Henrieville,20133255
Henry,20013442
Henry Key,900008086
Henryetta,20102832
Henryville,20109065
Hensonville,20087054
Herberts,20081396
Herbster,20150122
Hereford,20128613
Hereford,20006403
Heritage Mobile Home Park,20013447
Herkimer,20087056
Hermann,20073378
Hermantown,20067444
Hermiston,20104531
Hermitage,20122598
Hermitage,20109081
Hermitage Woods,20122601
Hermosa,20119655
Hermosa,20017627
Hermosa Beach,20013450
Hernando,20069802
Hernando,20022600
Hernando Beach,20022601
Herndon,20138420
Herndon,20013451
Herriman,20133258
Hershey,20109088
Hesperia,20064915
Hesperia,20013454
Hesperides,20022603
Hesperus,20017629
Hesston,20109094
Hesston,20042688
Hewitt,20128621
Hewitt,20013459
Hialeah,20022604
Hialeah Gardens,20022606
Hiawassee,20027143
Hiawatha,20042692
Hibbing,20067447
Hibernia,20022607
Hickory,20092836
Hickory Hills,20034132
Hicksville,20087079
Hico,20146964
Hico,20128634
Hidalgo,20128635
Hidden Harbor,20056801
Hidden Hills,20013465
Hidden Hills,20027165
Hidden Meadows,20013466
Hidden Oaks,20027171
Hideaway Park,20017634
Hidetown,20092852
Hierro,20017635
Higdon,20027177
Higganum,20018916
Higgins Lake,20064923
Higginsville,20073398
High Banks,20064924
High Bridge,20087085
High Falls,20027180
High Falls,20087088
High Falls,20045551
High Hill,20073400
High Point,20092860
High Point,20081414
High Springs,20022615
High Valley,20031868
High View,20087092
High Woods,20087093
Highgate Springs,20134836
Highland,20013481
Highland,20037769
Highland,20133271
Highland,20034141
Highland,20087094
Highland Beach,20022617
Highland City,20022618
Highland Falls,20087096
Highland Hills,20027192
Highland Hills,20034144
Highland Lake,20056841
Highland Lakes,20022619
Highland Mills,20087099
Highland Park,20081418
Highland Park,20017640
Highland Park,20045562
Highland Park,20128654
Highland Park,20034145
Highland View,20022623
Highlands,20143875
Highlands,20128657
Highlands,20092869
Highlands Ranch,20017641
Highley Heights,20073408
Highmount,20087102
Hightstown,20081421
Higley,20006419
Hikapoloa,20030902
Hiland,20151835
Hilander Park,20138487
Hildale,20133275
Hiles,20150142
Hill City,20119662
Hillandale,20027211
Hillcrest,20013496
Hillcrest,20045575
Hillcrest,20030904
Hillgrove,20013498
Hilliard,20098872
Hilliard,20022633
Hillman,20064935
Hillsboro,20128672
Hillsboro,20042701
Hillsboro,20104536
Hillsboro,20034155
Hillsboro,20098877
Hillsboro Beach,20022635
Hillsboro Upper Village,20079836
Hillsboro Valley,20122702
Hillsborough,20081423
Hillsborough,20013502
Hillsborough,20092889
Hillsdale,20073420
Hillsdale,20064937
Hillsdale,20087109
Hillsgrove,20109173
Hillside,20017644
Hillside,20052213
Hillside,20087110
Hillside,20034157
Hillside,20081427
Hillsville,20138506
Hilltop,20128675
Hilltop,20128674
Hilltown,20081431
Hillvale,20122710
Hillview,20045585
Hilo,20030905
Hilt,20013507
Hilton,20087115
Hilton Head Island,20116958
Himrod,20087117
Hinckley,20067459
Hinesville,20027231
Hinsdale,20062393
Hinton,20146991
Hiram,20027236
Hitchcock,20128684
Hixson,20122727
Hixton,20150152
Hoback,20151840
Hoback Junction,20151841
Hobart,20013516
Hobart,20087127
Hobart,20037796
Hobbieville,20037797
Hobbs,20083594
Hobbs Crossroads,20116961
Hobe Sound,20022641
Hoboken,20081434
Hodges Gap,20092909
Hoffman,20076689
Hoffman Estates,20034173
Hoffman Point,20013521
Hoffmans Corner,20067465
Hoffmantown,20083596
Hoffpauir Airport,900034184
Hogansburg,20087135
Hogansville,20027243
Hohenwald,20122733
Hoisington,20042711
Holbrook,20006427
Holbrook,20087137
Holcomb,20104544
Holcomb,20027247
Holden Beach,20092918
Holderness,20079841
Holdrege,20078097
Holiday,20022647
Holiday Acres,20098899
Holiday Beach,20128708
Holiday Beach,20104546
Holiday City,20098900
Holiday Inn Heliport,900028929
Holladay,20122740
Holladay,20133295
Holladay Highlands,20133299
Holland,20064943
Holland,20098905
Holland,20087141
Holland Patent,20087144
Hollidaysburg,20109224
Hollis,20005215
Hollister,20073451
Hollister,20013526
Hollo,20109227
Hollowville,20087147
Holly,20017650
Holly Acres,20138550
Holly Hill,20116974
Holly Hill,20022657
Holly Springs,20092939
Holly Springs,20069849
Holly Springs,20027275
Hollywood,20056974
Hollywood,20022659
Hollywood,20083599
Hollywood,20013530
Hollywood Beach,20013531
Hollywood Beach,20143900
Hollywood Beach,20022660
Hollywood Point,20116985
Hollywood Ridge Farms,20022662
Holmen,20150164
Holmes Beach,20022663
Holopaw,20022665
Holstein,20040746
Holt,20064948
Holton,20042717
Holts Summit,20073459
Holtsville,20087151
Holtville,20013536
Holualoa,20030907
Holyoke,20062404
Holyoke,20017652
Home Junction,20013540
Home Valley,20143907
Homedale,20031880
Homer,20049570
Homer,20005217
Homestead,20022668
Homestead,20109253
Homestead Meadows South,20128729
Homewood,20034193
Homewood,20013545
Homewood,20002086
Homewood Seaplane Base,900005105
Homosassa,20022670
Homosassa Springs,20022671
Honalo,20030908
Hondo,20128730
Honea,20128731
Honeoye,20087155
Honesdale,20109263
Honey Brook,20109265
Honeybee,20045637
Honeyville,20133307
Honeyville,20138593
Honeywood Cove,20133308
Honokaa,20030910
Honokahua,20030911
Honokai Hale,20030912
Honokowai,20030915
Honolulu,20030916
Honolulu Landing,20030917
Honomu,20030919
Honor,20064955
Hood,20143908
Hood,20027294
Hood River,20104551
Hoodsport,20143910
Hooes,20138596
Hookena,20030922
Hooker,20009132
Hooks Airport,900013608
Hooksett,20079846
Hoopa,20013555
Hooper,20064957
Hoover,20002094
Hop Bottom,20109282
Hopatcong,20081455
Hope,20009137
Hope,20005222
Hope,20031882
Hope Hull,20002096
Hope Island,900036836
Hope Mills,20092966
Hopewell,20138603
Hopewell Junction,20087170
Hopkins,20092971
Hopkins,20067479
Hopkins Spring,20138606
Hopkinsville,20045647
Hopkinton,20062408
Hopland,20013560
Hoquiam,20143916
Horizon City,20128747
Horn Lake,20069871
Hornell,20087174
